version,base version,scenario,solution,timestamp,duration,base duration,relative duration
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T08:14:06.2105341Z,13.468254,12.0953231,111.3509237301813
8.0.100-alpha.1.23063.11,6.0.400,noop,OrchardCore-5dbd92c,2023-01-14T08:14:06.2105341Z,9.5092737,8.6150823,110.3793715354292
8.0.100-alpha.1.23063.11,7.0.100,warmup,Orleans-eda972a,2023-01-14T08:13:22.7328130Z,21.1200721,19.497348,108.32279395125943
8.0.100-alpha.1.23063.11,7.0.100,arctic,Orleans-eda972a,2023-01-14T08:13:22.7328130Z,18.6618106,18.7124083,99.72960348454987
8.0.100-alpha.1.23063.11,7.0.100,cold,Orleans-eda972a,2023-01-14T08:13:22.7328130Z,15.1443741,15.0199064,100.82868492442802
8.0.100-alpha.1.23063.11,7.0.100,force,Orleans-eda972a,2023-01-14T08:13:22.7328130Z,5.2170463,4.9571173,105.24355152943426
8.0.100-alpha.1.23063.11,7.0.100,noop,Orleans-eda972a,2023-01-14T08:13:22.7328130Z,3.8902855,3.5933846,108.26243035604928
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-142722b,2023-01-14T08:17:49.9426648Z,602.968268,120.264617,501.36796926730324
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-142722b,2023-01-14T08:17:49.9426648Z,336.6700728,62.7810901,536.260317021797
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-142722b,2023-01-14T08:17:49.9426648Z,302.23914,55.9666109,540.0347370328261
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-142722b,2023-01-14T08:17:49.9426648Z,556.0857749,79.9663618,695.3996185180955
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-142722b,2023-01-14T08:17:49.9426648Z,10.85096,10.3133228,105.21303570562148
8.0.100-alpha.1.23063.11,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-14T09:17:03.3666163Z,108.2007804,132.2254302,81.83053761771765
8.0.100-alpha.1.23063.11,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-14T09:17:03.3666163Z,118.3936329,122.2667756,96.83221980706261
8.0.100-alpha.1.23063.11,7.0.100,cold,NuGetClient-win-d76a117,2023-01-14T09:17:03.3666163Z,100.4163591,97.1941992,103.31517716748675
8.0.100-alpha.1.23063.11,7.0.100,force,NuGetClient-win-d76a117,2023-01-14T09:17:03.3666163Z,16.2425343,15.9345466,101.93283001852089
8.0.100-alpha.1.23063.11,7.0.100,noop,NuGetClient-win-d76a117,2023-01-14T09:17:03.3666163Z,11.0619877,10.6614962,103.75642867086516
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-14T09:17:36.7683928Z,880.4302239,157.9855867,557.2851563806611
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-14T09:17:36.7683928Z,407.3207058,92.7712528,439.05918429076127
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-14T09:17:36.7683928Z,392.1304533,84.7938756,462.45138640649645
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-14T09:17:36.7683928Z,831.3505318,118.428865,701.983027364148
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-14T09:17:36.7683928Z,27.1506917,26.6970965,101.69904318995889
8.0.100-alpha.1.23063.11,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-14T09:10:48.4162951Z,28.3419586,23.4579821,120.82010498251681
8.0.100-alpha.1.23063.11,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-14T09:10:48.4162951Z,23.3477553,21.3163733,109.52967923488185
8.0.100-alpha.1.23063.11,6.0.400,cold,OrchardCore-5dbd92c,2023-01-14T09:10:48.4162951Z,20.0030562,17.9531949,111.41780786883788
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T09:10:48.4162951Z,12.0740382,11.4865134,105.11490980370075
8.0.100-alpha.1.23063.11,6.0.400,noop,OrchardCore-5dbd92c,2023-01-14T09:10:48.4162951Z,8.752538,8.3475124,104.85205149260995
8.0.100-alpha.1.23063.11,7.0.100,warmup,Orleans-eda972a,2023-01-14T09:10:15.9397677Z,22.1733385,19.1357554,115.87386040689043
8.0.100-alpha.1.23063.11,7.0.100,arctic,Orleans-eda972a,2023-01-14T09:10:15.9397677Z,18.2819477,17.9415009,101.89753801478226
8.0.100-alpha.1.23063.11,7.0.100,cold,Orleans-eda972a,2023-01-14T09:10:15.9397677Z,15.2914172,13.7294295,111.3769308477093
8.0.100-alpha.1.23063.11,7.0.100,force,Orleans-eda972a,2023-01-14T09:10:15.9397677Z,5.1786087,4.9794996,103.99857648346836
8.0.100-alpha.1.23063.11,7.0.100,noop,Orleans-eda972a,2023-01-14T09:10:15.9397677Z,3.8040403,3.6271668,104.8763541836565
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-142722b,2023-01-14T09:14:38.7006947Z,580.8954373,107.7568355,539.0798965138505
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-142722b,2023-01-14T09:14:38.7006947Z,364.2719544,69.4263269,524.6885017043872
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-142722b,2023-01-14T09:14:38.7006947Z,304.2010709,55.7715741,545.4410706690094
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-142722b,2023-01-14T09:14:38.7006947Z,570.6494913,79.513781,717.6736964627554
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-142722b,2023-01-14T09:14:38.7006947Z,10.4792088,10.3899982,100.85861997550683
8.0.100-alpha.1.23063.11,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-14T10:18:13.0300648Z,100.0770879,153.6879037,65.1170882617745
8.0.100-alpha.1.23063.11,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-14T10:18:13.0300648Z,97.7176331,137.9701015,70.82522375327817
8.0.100-alpha.1.23063.11,7.0.100,cold,NuGetClient-win-d76a117,2023-01-14T10:18:13.0300648Z,88.2551986,90.6677858,97.33909107991032
8.0.100-alpha.1.23063.11,7.0.100,force,NuGetClient-win-d76a117,2023-01-14T10:18:13.0300648Z,14.0744408,14.3301668,98.21547087644505
8.0.100-alpha.1.23063.11,7.0.100,noop,NuGetClient-win-d76a117,2023-01-14T10:18:13.0300648Z,9.8964011,9.5020062,104.15064873352746
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-14T10:17:55.5828640Z,725.6080033,148.6233873,488.21926110144574
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-14T10:17:55.5828640Z,375.4345423,93.613365,401.04801520594833
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-14T10:17:55.5828640Z,343.0272577,77.5639707,442.2507700472844
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-14T10:17:55.5828640Z,642.3737749,110.3550099,582.0975191630154
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-14T10:17:55.5828640Z,23.5701289,26.1618193,90.09361554607175
8.0.100-alpha.1.23063.11,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-14T10:12:21.8601635Z,32.2436944,29.5976567,108.9400242959099
8.0.100-alpha.1.23063.11,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-14T10:12:21.8601635Z,28.4990316,25.901223,110.02967543270059
8.0.100-alpha.1.23063.11,6.0.400,cold,OrchardCore-5dbd92c,2023-01-14T10:12:21.8601635Z,25.0030486,23.5784294,106.04204451378767
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T10:12:21.8601635Z,17.2540887,15.58927,110.67926015778802
8.0.100-alpha.1.23063.11,6.0.400,noop,OrchardCore-5dbd92c,2023-01-14T10:12:21.8601635Z,13.0241495,11.6197359,112.08645026088759
8.0.100-alpha.1.23063.11,7.0.100,warmup,Orleans-eda972a,2023-01-14T10:11:14.7553728Z,21.6695191,20.0375291,108.1446668990739
8.0.100-alpha.1.23063.11,7.0.100,arctic,Orleans-eda972a,2023-01-14T10:11:14.7553728Z,18.2724869,18.9298237,96.52750701529249
8.0.100-alpha.1.23063.11,7.0.100,cold,Orleans-eda972a,2023-01-14T10:11:14.7553728Z,14.5929651,14.5609341,100.2199790190658
8.0.100-alpha.1.23063.11,7.0.100,force,Orleans-eda972a,2023-01-14T10:11:14.7553728Z,5.6385285,5.4392251,103.66418738580978
8.0.100-alpha.1.23063.11,7.0.100,noop,Orleans-eda972a,2023-01-14T10:11:14.7553728Z,4.1029767,3.9238631,104.56472602216932
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-142722b,2023-01-14T10:15:11.2853773Z,664.0219448,99.9281836,664.4991641777426
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-142722b,2023-01-14T10:15:11.2853773Z,355.1650848,58.7745519,604.2837815323267
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-142722b,2023-01-14T10:15:11.2853773Z,334.0237784,53.259032,627.1683240506513
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-142722b,2023-01-14T10:15:11.2853773Z,627.8566478,71.5786933,877.1557831721414
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-142722b,2023-01-14T10:15:11.2853773Z,10.0208297,9.4406848,106.14515696996895
8.0.100-alpha.1.23063.11,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-14T11:16:18.3227735Z,96.3401724,155.0821917,62.122008558123824
8.0.100-alpha.1.23063.11,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-14T11:16:18.3227735Z,92.9578035,97.4017752,95.43748387452388
8.0.100-alpha.1.23063.11,7.0.100,cold,NuGetClient-win-d76a117,2023-01-14T11:16:18.3227735Z,89.6235116,85.4297264,104.90904674136941
8.0.100-alpha.1.23063.11,7.0.100,force,NuGetClient-win-d76a117,2023-01-14T11:16:18.3227735Z,14.4509507,14.9036441,96.9625321366873
8.0.100-alpha.1.23063.11,7.0.100,noop,NuGetClient-win-d76a117,2023-01-14T11:16:18.3227735Z,10.6985853,11.6025316,92.20905978829653
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-14T11:15:23.3097843Z,839.3676101,142.4153657,589.3799492592252
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-14T11:15:23.3097843Z,368.6410723,84.818819,434.6217934253482
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-14T11:15:23.3097843Z,379.8255129,77.9436318,487.3079482293253
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-14T11:15:23.3097843Z,707.2316145,119.3831327,592.4049725493591
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-14T11:15:23.3097843Z,25.2756909,24.5173506,103.0930760520266
8.0.100-alpha.1.23063.11,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-14T11:09:27.1168977Z,25.1555402,25.5220957,98.56377193977845
8.0.100-alpha.1.23063.11,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-14T11:09:27.1168977Z,25.5457334,24.3772405,104.7933764283123
8.0.100-alpha.1.23063.11,6.0.400,cold,OrchardCore-5dbd92c,2023-01-14T11:09:27.1168977Z,20.4920896,17.9022754,114.46639682461817
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T11:09:27.1168977Z,12.2718274,11.7198324,104.70992230230188
8.0.100-alpha.1.23063.11,6.0.400,noop,OrchardCore-5dbd92c,2023-01-14T11:09:27.1168977Z,9.3242176,8.5544948,108.99787559634733
8.0.100-alpha.1.23063.11,7.0.100,warmup,Orleans-eda972a,2023-01-14T11:09:08.4675819Z,24.1921306,23.486334,103.00513737052364
8.0.100-alpha.1.23063.11,7.0.100,arctic,Orleans-eda972a,2023-01-14T11:09:08.4675819Z,22.0930235,21.8118817,101.28893877138532
8.0.100-alpha.1.23063.11,7.0.100,cold,Orleans-eda972a,2023-01-14T11:09:08.4675819Z,17.342589,16.3782866,105.8876879099185
8.0.100-alpha.1.23063.11,7.0.100,force,Orleans-eda972a,2023-01-14T11:09:08.4675819Z,7.0816418,6.8553329,103.30120948612138
8.0.100-alpha.1.23063.11,7.0.100,noop,Orleans-eda972a,2023-01-14T11:09:08.4675819Z,5.3486707,5.0965481,104.94692868688907
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-142722b,2023-01-14T11:12:41.5975551Z,669.3506231,97.1661429,688.8722790909508
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-142722b,2023-01-14T11:12:41.5975551Z,349.4951486,59.3089381,589.2790526964434
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-142722b,2023-01-14T11:12:41.5975551Z,338.6549934,53.7145238,630.4719272220375
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-142722b,2023-01-14T11:12:41.5975551Z,555.2886694,72.2773098,768.2752317934224
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-142722b,2023-01-14T11:12:41.5975551Z,9.5302466,9.3312375,102.13271926687109
8.0.100-alpha.1.23063.11,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-14T12:24:24.1115307Z,106.7637386,192.7156968,55.399606971714
8.0.100-alpha.1.23063.11,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-14T12:24:24.1115307Z,96.8933586,102.3445307,94.67370453241034
8.0.100-alpha.1.23063.11,7.0.100,cold,NuGetClient-win-d76a117,2023-01-14T12:24:24.1115307Z,99.4590223,92.9630599,106.98768135105243
8.0.100-alpha.1.23063.11,7.0.100,force,NuGetClient-win-d76a117,2023-01-14T12:24:24.1115307Z,14.6529327,14.5605017,100.63480642291329
8.0.100-alpha.1.23063.11,7.0.100,noop,NuGetClient-win-d76a117,2023-01-14T12:24:24.1115307Z,10.4417732,9.593423,108.84303965331247
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-14T12:22:17.1478584Z,614.2909189,111.7305235,549.7968680868124
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-14T12:22:17.1478584Z,323.4878144,70.9971792,455.6347421757849
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-14T12:22:17.1478584Z,298.3408015,64.121983,465.27070365244316
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-14T12:22:17.1478584Z,593.0783232,84.9342463,698.2793737936543
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-14T12:22:17.1478584Z,18.4135822,18.8607003,97.6293663920846
8.0.100-alpha.1.23063.11,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-14T12:18:02.3874600Z,25.0470306,23.3280517,107.36872038053653
8.0.100-alpha.1.23063.11,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-14T12:18:02.3874600Z,21.7833573,22.9423093,94.94840739506549
8.0.100-alpha.1.23063.11,6.0.400,cold,OrchardCore-5dbd92c,2023-01-14T12:18:02.3874600Z,20.7830683,18.8043709,110.52253973569519
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T12:18:02.3874600Z,13.109204,11.7836483,111.24911119419612
8.0.100-alpha.1.23063.11,6.0.400,noop,OrchardCore-5dbd92c,2023-01-14T12:18:02.3874600Z,8.9154148,8.3524389,106.74025762702676
8.0.100-alpha.1.23063.11,7.0.100,warmup,Orleans-eda972a,2023-01-14T12:17:18.4653307Z,20.985986,19.998414,104.93825160335216
8.0.100-alpha.1.23063.11,7.0.100,arctic,Orleans-eda972a,2023-01-14T12:17:18.4653307Z,18.3409116,17.9022883,102.4500962818256
8.0.100-alpha.1.23063.11,7.0.100,cold,Orleans-eda972a,2023-01-14T12:17:18.4653307Z,13.9581122,13.5614978,102.9245619167523
8.0.100-alpha.1.23063.11,7.0.100,force,Orleans-eda972a,2023-01-14T12:17:18.4653307Z,5.3069757,5.3572049,99.06239912533492
8.0.100-alpha.1.23063.11,7.0.100,noop,Orleans-eda972a,2023-01-14T12:17:18.4653307Z,4.029291,3.8634197,104.29338029207646
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-142722b,2023-01-14T12:21:19.3999663Z,655.7641119,97.1125312,675.2620941879022
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-142722b,2023-01-14T12:21:19.3999663Z,340.3023369,60.2074252,565.2165588705494
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-142722b,2023-01-14T12:21:19.3999663Z,304.3547527,56.2523527,541.0524859700668
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-142722b,2023-01-14T12:21:19.3999663Z,559.5601801,70.8990701,789.2348648730726
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-142722b,2023-01-14T12:21:19.3999663Z,9.3695046,9.2714511,101.05758525760871
8.0.100-alpha.1.23063.11,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-14T13:27:40.7180547Z,127.5292288,239.8506029,53.17027652132702
8.0.100-alpha.1.23063.11,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-14T13:27:40.7180547Z,122.7786767,297.7713971,41.232528676610094
8.0.100-alpha.1.23063.11,7.0.100,cold,NuGetClient-win-d76a117,2023-01-14T13:27:40.7180547Z,123.1203256,117.7835608,104.53099291934464
8.0.100-alpha.1.23063.11,7.0.100,force,NuGetClient-win-d76a117,2023-01-14T13:27:40.7180547Z,22.4985543,20.976648,107.25524068478434
8.0.100-alpha.1.23063.11,7.0.100,noop,NuGetClient-win-d76a117,2023-01-14T13:27:40.7180547Z,14.5135837,13.9301903,104.18797868109526
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-14T13:18:46.7975742Z,614.593847,112.90294,544.3559281981496
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-14T13:18:46.7975742Z,311.8068688,70.8363008,440.1794916992617
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-14T13:18:46.7975742Z,331.1389423,63.0188345,525.4602769589463
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-14T13:18:46.7975742Z,592.6991626,84.3880834,702.3493587247415
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-14T13:18:46.7975742Z,18.3508122,18.6077363,98.61926192494464
8.0.100-alpha.1.23063.11,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-14T13:14:33.4071927Z,26.5179867,22.8183083,116.21364016718101
8.0.100-alpha.1.23063.11,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-14T13:14:33.4071927Z,24.3792502,20.329986,119.91769300775712
8.0.100-alpha.1.23063.11,6.0.400,cold,OrchardCore-5dbd92c,2023-01-14T13:14:33.4071927Z,20.8296793,18.6162152,111.88997911884904
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T13:14:33.4071927Z,13.5343642,12.7302798,106.31631364457522
8.0.100-alpha.1.23063.11,6.0.400,noop,OrchardCore-5dbd92c,2023-01-14T13:14:33.4071927Z,9.0657188,8.501291,106.639318663483
8.0.100-alpha.1.23063.11,7.0.100,warmup,Orleans-eda972a,2023-01-14T13:14:36.5876157Z,26.0308117,22.947812,113.43483073680403
8.0.100-alpha.1.23063.11,7.0.100,arctic,Orleans-eda972a,2023-01-14T13:14:36.5876157Z,22.4861322,22.0318741,102.06182233040266
8.0.100-alpha.1.23063.11,7.0.100,cold,Orleans-eda972a,2023-01-14T13:14:36.5876157Z,17.6932468,17.1385188,103.23673245321527
8.0.100-alpha.1.23063.11,7.0.100,force,Orleans-eda972a,2023-01-14T13:14:36.5876157Z,7.2124522,7.1779473,100.48070706788278
8.0.100-alpha.1.23063.11,7.0.100,noop,Orleans-eda972a,2023-01-14T13:14:36.5876157Z,5.6925668,5.3653728,106.09825285579409
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-142722b,2023-01-14T13:18:13.1135575Z,676.9766045,101.0526449,669.9246765583669
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-142722b,2023-01-14T13:18:13.1135575Z,336.3353788,70.0651292,480.032482120935
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-142722b,2023-01-14T13:18:13.1135575Z,336.7365165,53.6252075,627.9444541077066
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-142722b,2023-01-14T13:18:13.1135575Z,556.8356953,77.9527845,714.3243167920448
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-142722b,2023-01-14T13:18:13.1135575Z,10.0723314,10.2393225,98.36911963657751
8.0.100-alpha.1.23063.11,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-14T14:16:03.8019294Z,181.9197965,176.417573,103.11886361796847
8.0.100-alpha.1.23063.11,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-14T14:16:03.8019294Z,103.1949809,90.8106582,113.63752112965085
8.0.100-alpha.1.23063.11,7.0.100,cold,NuGetClient-win-d76a117,2023-01-14T14:16:03.8019294Z,93.4829872,83.5628541,111.87146275320914
8.0.100-alpha.1.23063.11,7.0.100,force,NuGetClient-win-d76a117,2023-01-14T14:16:03.8019294Z,14.1851064,13.709945,103.46581550837732
8.0.100-alpha.1.23063.11,7.0.100,noop,NuGetClient-win-d76a117,2023-01-14T14:16:03.8019294Z,9.9854259,9.6490563,103.4860362458451
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-14T14:15:47.5060531Z,695.5825843,134.9285312,515.5192738806008
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-14T14:15:47.5060531Z,339.3920009,85.2161717,398.27182344545525
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-14T14:15:47.5060531Z,364.8942515,82.5974301,441.7743397805787
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-14T14:15:47.5060531Z,632.222328,101.8523913,620.7240889787533
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-14T14:15:47.5060531Z,22.7256837,22.0059711,103.2705332417709
8.0.100-alpha.1.23063.11,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-14T14:10:00.6792096Z,25.0086224,22.4279148,111.50667649227917
8.0.100-alpha.1.23063.11,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-14T14:10:00.6792096Z,21.617059,21.5481433,100.31982198670455
8.0.100-alpha.1.23063.11,6.0.400,cold,OrchardCore-5dbd92c,2023-01-14T14:10:00.6792096Z,20.4730197,18.9955881,107.77776182670542
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T14:10:00.6792096Z,12.3194052,11.4731879,107.37560743688334
8.0.100-alpha.1.23063.11,6.0.400,noop,OrchardCore-5dbd92c,2023-01-14T14:10:00.6792096Z,8.8781407,8.3005428,106.95855577059368
8.0.100-alpha.1.23063.11,7.0.100,warmup,Orleans-eda972a,2023-01-14T14:09:29.4241515Z,22.2783751,18.7421933,118.86749188527472
8.0.100-alpha.1.23063.11,7.0.100,arctic,Orleans-eda972a,2023-01-14T14:09:29.4241515Z,18.9418901,17.8139762,106.33162348111816
8.0.100-alpha.1.23063.11,7.0.100,cold,Orleans-eda972a,2023-01-14T14:09:29.4241515Z,14.1797855,13.9393568,101.72481918247476
8.0.100-alpha.1.23063.11,7.0.100,force,Orleans-eda972a,2023-01-14T14:09:29.4241515Z,5.510385,5.2907962,104.15039233603443
8.0.100-alpha.1.23063.11,7.0.100,noop,Orleans-eda972a,2023-01-14T14:09:29.4241515Z,4.0152086,3.8244773,104.98712072366072
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-142722b,2023-01-14T14:14:08.7360591Z,689.547272,117.6438821,586.1310079973977
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-142722b,2023-01-14T14:14:08.7360591Z,353.9005401,67.7883095,522.0672158818181
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-142722b,2023-01-14T14:14:08.7360591Z,313.8802824,58.7620578,534.1546810159531
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-142722b,2023-01-14T14:14:08.7360591Z,578.8931632,80.2799208,721.0933411882489
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-142722b,2023-01-14T14:14:08.7360591Z,10.773634,10.228865,105.32580105417364
8.0.100-alpha.1.23063.11,7.0.100,warmup,NuGetClient-win-d76a117,2023-01-14T15:21:35.9184458Z,112.9202925,220.2181475,51.27656089287556
8.0.100-alpha.1.23063.11,7.0.100,arctic,NuGetClient-win-d76a117,2023-01-14T15:21:35.9184458Z,124.6125673,289.5048351,43.04334580697302
8.0.100-alpha.1.23063.11,7.0.100,cold,NuGetClient-win-d76a117,2023-01-14T15:21:35.9184458Z,104.3108035,99.7469866,104.57539325804557
8.0.100-alpha.1.23063.11,7.0.100,force,NuGetClient-win-d76a117,2023-01-14T15:21:35.9184458Z,15.6267249,15.4218507,101.32846701725624
8.0.100-alpha.1.23063.11,7.0.100,noop,NuGetClient-win-d76a117,2023-01-14T15:21:35.9184458Z,10.412174,9.7182261,107.14068486223015
8.0.100-alpha.1.23063.11,7.0.100,warmup,LargeAppCPM-nostaticgraph-142722b,2023-01-14T15:16:58.6868790Z,712.0100473,142.8609868,498.3936225337623
8.0.100-alpha.1.23063.11,7.0.100,arctic,LargeAppCPM-nostaticgraph-142722b,2023-01-14T15:16:58.6868790Z,375.8015936,88.4911073,424.6772416644853
8.0.100-alpha.1.23063.11,7.0.100,cold,LargeAppCPM-nostaticgraph-142722b,2023-01-14T15:16:58.6868790Z,345.2173885,81.847776,421.77980315555556
8.0.100-alpha.1.23063.11,7.0.100,force,LargeAppCPM-nostaticgraph-142722b,2023-01-14T15:16:58.6868790Z,724.0038531,107.9972485,670.3910175081915
8.0.100-alpha.1.23063.11,7.0.100,noop,LargeAppCPM-nostaticgraph-142722b,2023-01-14T15:16:58.6868790Z,23.6899276,22.756273,104.10284496059614
8.0.100-alpha.1.23063.11,6.0.400,warmup,OrchardCore-5dbd92c,2023-01-14T15:10:57.9394366Z,28.406189,24.9511062,113.84741330626855
8.0.100-alpha.1.23063.11,6.0.400,arctic,OrchardCore-5dbd92c,2023-01-14T15:10:57.9394366Z,24.3860662,21.3679011,114.12476165008081
8.0.100-alpha.1.23063.11,6.0.400,cold,OrchardCore-5dbd92c,2023-01-14T15:10:57.9394366Z,20.5290225,19.5157826,105.19189991386766
8.0.100-alpha.1.23063.11,6.0.400,force,OrchardCore-5dbd92c,2023-01-14T15:10:57.9394366Z,12.4637121,11.2168744,111.11573202602678
